index,City,Date,CardType,ExpType,Gender,Amount,CumulativeSpends
8272,"Delhi, India","2015-05-15 00:00:00",Platinum,Grocery,M,151524,988324761
15601,"Sankari, India","2015-05-15 00:00:00",Platinum,Grocery,F,229322,988324761
15798,"Mangrulpir, India","2015-05-16 00:00:00",Platinum,Food,F,215351,990512727
12259,"Ahmedabad, India","2015-05-16 00:00:00",Platinum,Grocery,M,77573,990512727
9260,"Ahmedabad, India","2015-05-16 00:00:00",Platinum,Food,F,212883,990512727
5268,"Delhi, India","2015-05-16 00:00:00",Platinum,Bills,F,130026,990512727
17357,"Sitapur, India","2015-05-16 00:00:00",Platinum,Food,F,249808,990512727
18970,"Vadalur, India","2015-05-16 00:00:00",Platinum,Grocery,F,280249,990512727
6776,"Delhi, India","2015-05-16 00:00:00",Platinum,Grocery,M,12243,990512727
5803,"Delhi, India","2015-05-16 00:00:00",Platinum,Bills,F,147289,990512727
1903,"Greater Mumbai, India","2015-05-16 00:00:00",Platinum,Fuel,M,250456,990512727
21771,"Kanpur, India","2015-05-16 00:00:00",Platinum,Bills,F,233703,990512727
19778,"Mahasamund, India","2015-05-16 00:00:00",Platinum,Fuel,M,241057,990512727
20367,"Pune, India","2015-05-16 00:00:00",Platinum,Bills,F,137328,990512727
20862,"Kolkata, India","2015-05-17 00:00:00",Platinum,Fuel,M,244037,992496535
20096,"Pune, India","2015-05-17 00:00:00",Platinum,Grocery,F,63630,992496535
5387,"Bengaluru, India","2015-05-17 00:00:00",Platinum,Grocery,F,278444,992496535
14979,"Peddapuram, India","2015-05-17 00:00:00",Platinum,Fuel,M,108651,992496535
15020,"Paravoor, India","2015-05-17 00:00:00",Platinum,Food,F,282153,992496535
14902,"Guntur, India","2015-05-17 00:00:00",Platinum,Bills,M,256813,992496535
23706,"Jaipur, India","2015-05-17 00:00:00",Platinum,Food,F,78680,992496535
10750,"Delhi, India","2015-05-17 00:00:00",Platinum,Fuel,M,2948,992496535
10227,"Delhi, India","2015-05-17 00:00:00",Platinum,Grocery,M,137032,992496535
9590,"Bengaluru, India","2015-05-17 00:00:00",Platinum,Food,F,275728,992496535
11874,"Bengaluru, India","2015-05-17 00:00:00",Platinum,Fuel,F,64993,992496535
6980,"Bengaluru, India","2015-05-17 00:00:00",Platinum,Fuel,F,190699,992496535
5916,"Ahmedabad, India","2015-05-18 00:00:00",Platinum,Fuel,M,95552,994906011
6639,"Delhi, India","2015-05-18 00:00:00",Platinum,Fuel,F,211941,994906011
6284,"Delhi, India","2015-05-18 00:00:00",Platinum,Entertainment,M,273727,994906011
8899,"Ahmedabad, India","2015-05-18 00:00:00",Platinum,Entertainment,F,204641,994906011
10238,"Bengaluru, India","2015-05-18 00:00:00",Platinum,Entertainment,F,148425,994906011
25750,"Hyderabad, India","2015-05-18 00:00:00",Platinum,Travel,M,168318,994906011
23226,"Pune, India","2015-05-18 00:00:00",Platinum,Fuel,M,129212,994906011
14392,"Usilampatti, India","2015-05-18 00:00:00",Platinum,Grocery,M,76856,994906011
12499,"Greater Mumbai, India","2015-05-18 00:00:00",Platinum,Entertainment,M,104683,994906011
11648,"Delhi, India","2015-05-18 00:00:00",Platinum,Entertainment,F,295780,994906011
11589,"Delhi, India","2015-05-18 00:00:00",Platinum,Grocery,M,6871,994906011
17749,"Vellakoil, India","2015-05-18 00:00:00",Platinum,Food,M,221626,994906011
18666,"Bhiwani, India","2015-05-18 00:00:00",Platinum,Entertainment,F,98053,994906011
2636,"Delhi, India","2015-05-18 00:00:00",Platinum,Fuel,F,253259,994906011
1562,"Delhi, India","2015-05-18 00:00:00",Platinum,Food,F,120532,994906011
7709,"Greater Mumbai, India","2015-05-19 00:00:00",Platinum,Entertainment,F,193669,996175069
11028,"Delhi, India","2015-05-19 00:00:00",Platinum,Food,M,154538,996175069
19325,"Zira, India","2015-05-19 00:00:00",Platinum,Entertainment,M,190358,996175069
18367,"Dharmanagar, India","2015-05-19 00:00:00",Platinum,Bills,F,285697,996175069
18922,"Byasanagar, India","2015-05-19 00:00:00",Platinum,Food,F,31453,996175069
16140,"Dhoraji, India","2015-05-19 00:00:00",Platinum,Food,F,166610,996175069
11762,"Ahmedabad, India","2015-05-19 00:00:00",Platinum,Entertainment,M,246733,996175069
6191,"Greater Mumbai, India","2015-05-20 00:00:00",Platinum,Entertainment,F,170397,997553834
8183,"Greater Mumbai, India","2015-05-20 00:00:00",Platinum,Fuel,M,160508,997553834
8152,"Bengaluru, India","2015-05-20 00:00:00",Platinum,Bills,M,76488,997553834
24855,"Pune, India","2015-05-20 00:00:00",Platinum,Fuel,F,24880,997553834
20182,"Pune, India","2015-05-20 00:00:00",Platinum,Grocery,F,110618,997553834
1630,"Greater Mumbai, India","2015-05-20 00:00:00",Platinum,Grocery,M,219695,997553834
25329,"Kolkata, India","2015-05-20 00:00:00",Platinum,Travel,M,48020,997553834
10511,"Greater Mumbai, India","2015-05-20 00:00:00",Platinum,Grocery,F,115842,997553834
17035,"Patti, India","2015-05-20 00:00:00",Platinum,Grocery,M,253595,997553834
18979,"Makrana, India","2015-05-20 00:00:00",Platinum,Grocery,F,102289,997553834
19391,"Talcher, India","2015-05-20 00:00:00",Platinum,Bills,F,72919,997553834
19222,"Durg, India","2015-05-20 00:00:00",Platinum,Bills,F,23514,997553834
6598,"Bengaluru, India","2015-05-21 00:00:00",Platinum,Entertainment,M,57021,998930437
6574,"Ahmedabad, India","2015-05-21 00:00:00",Platinum,Bills,M,89121,998930437
5956,"Delhi, India","2015-05-21 00:00:00",Platinum,Entertainment,M,27147,998930437
5856,"Ahmedabad, India","2015-05-21 00:00:00",Platinum,Entertainment,F,236808,998930437
12988,"Greater Mumbai, India","2015-05-21 00:00:00",Platinum,Bills,F,108490,998930437
3393,"Greater Mumbai, India","2015-05-21 00:00:00",Platinum,Bills,M,295605,998930437
20149,"Kanpur, India","2015-05-21 00:00:00",Platinum,Fuel,F,229216,998930437
19525,"Pernampattu, India","2015-05-21 00:00:00",Platinum,Entertainment,F,254654,998930437
22857,"Kolkata, India","2015-05-21 00:00:00",Platinum,Food,M,78541,998930437
24712,"Pune, India","2015-05-22 00:00:00",Platinum,Food,M,271362,1000735947
20228,"Pune, India","2015-05-22 00:00:00",Platinum,Food,F,218270,1000735947
6384,"Greater Mumbai, India","2015-05-22 00:00:00",Platinum,Grocery,M,124274,1000735947
719,"Delhi, India","2015-05-22 00:00:00",Platinum,Food,F,127526,1000735947
125,"Bengaluru, India","2015-05-22 00:00:00",Platinum,Bills,F,500852,1000735947
19324,"Nadbai, India","2015-05-22 00:00:00",Platinum,Food,F,161388,1000735947
4475,"Ahmedabad, India","2015-05-22 00:00:00",Platinum,Fuel,M,133372,1000735947
16193,"Nagaon, India","2015-05-22 00:00:00",Platinum,Bills,F,249535,1000735947
25098,"Jaipur, India","2015-05-22 00:00:00",Platinum,Bills,F,18931,1000735947
25543,"Chennai, India","2015-05-23 00:00:00",Platinum,Travel,F,173365,1001670658
17227,"Silchar, India","2015-05-23 00:00:00",Platinum,Food,F,67095,1001670658
22916,"Hyderabad, India","2015-05-23 00:00:00",Platinum,Bills,M,3516,1001670658
1440,"Bengaluru, India","2015-05-23 00:00:00",Platinum,Food,F,43454,1001670658
15030,"Satara, India","2015-05-23 00:00:00",Platinum,Food,M,286724,1001670658
15511,"Bongaigaon City, India","2015-05-23 00:00:00",Platinum,Food,F,4363,1001670658
10259,"Greater Mumbai, India","2015-05-23 00:00:00",Platinum,Grocery,F,20841,1001670658
8873,"Greater Mumbai, India","2015-05-23 00:00:00",Platinum,Grocery,M,144236,1001670658
10676,"Ahmedabad, India","2015-05-23 00:00:00",Platinum,Food,M,41726,1001670658
4178,"Greater Mumbai, India","2015-05-23 00:00:00",Platinum,Food,F,149391,1001670658
2927,"Delhi, India","2015-05-24 00:00:00",Platinum,Grocery,M,286018,1003369716
3531,"Delhi, India","2015-05-24 00:00:00",Platinum,Entertainment,M,58311,1003369716
5480,"Bengaluru, India","2015-05-24 00:00:00",Platinum,Entertainment,F,35372,1003369716
22682,"Kolkata, India","2015-05-24 00:00:00",Platinum,Entertainment,M,132263,1003369716
25429,"Chennai, India","2015-05-24 00:00:00",Platinum,Travel,M,51696,1003369716
19443,"Rajahmundry, India","2015-05-24 00:00:00",Platinum,Grocery,M,143352,1003369716
17179,"Madhubani, India","2015-05-24 00:00:00",Platinum,Food,F,149442,1003369716
18268,"Sonipat, India","2015-05-24 00:00:00",Platinum,Bills,F,30214,1003369716
8927,"Ahmedabad, India","2015-05-24 00:00:00",Platinum,Grocery,F,116490,1003369716
9880,"Greater Mumbai, India","2015-05-24 00:00:00",Platinum,Food,M,143510,1003369716
10639,"Delhi, India","2015-05-24 00:00:00",Platinum,Food,M,74638,1003369716
713,"Delhi, India","2015-05-24 00:00:00",Platinum,Food,F,162487,1003369716
15546,"Shegaon, India","2015-05-24 00:00:00",Platinum,Entertainment,M,221880,1003369716
16101,"Etawah, India","2015-05-24 00:00:00",Platinum,Fuel,F,93385,1003369716
16198,"Afzalpur, India","2015-05-25 00:00:00",Platinum,Grocery,F,156617,1004669097
22218,"Jaipur, India","2015-05-25 00:00:00",Platinum,Food,F,76182,1004669097
20462,"Hyderabad, India","2015-05-25 00:00:00",Platinum,Entertainment,M,47315,1004669097
24190,"Lucknow, India","2015-05-25 00:00:00",Platinum,Entertainment,M,246443,1004669097
6975,"Bengaluru, India","2015-05-25 00:00:00",Platinum,Entertainment,M,93651,1004669097
5032,"Bengaluru, India","2015-05-25 00:00:00",Platinum,Fuel,M,167042,1004669097
3209,"Delhi, India","2015-05-25 00:00:00",Platinum,Bills,F,110862,1004669097
26003,"Surat, India","2015-05-25 00:00:00",Platinum,Travel,F,141306,1004669097
9469,"Ahmedabad, India","2015-05-25 00:00:00",Platinum,Food,F,113707,1004669097
8483,"Greater Mumbai, India","2015-05-25 00:00:00",Platinum,Fuel,M,146256,1004669097
9980,"Delhi, India","2015-05-26 00:00:00",Platinum,Entertainment,F,200932,1007639019
10412,"Greater Mumbai, India","2015-05-26 00:00:00",Platinum,Food,M,293134,1007639019
9705,"Delhi, India","2015-05-26 00:00:00",Platinum,Bills,F,5133,1007639019
4280,"Bengaluru, India","2015-05-26 00:00:00",Platinum,Grocery,M,16981,1007639019
22341,"Hyderabad, India","2015-05-26 00:00:00",Platinum,Entertainment,M,171338,1007639019
22448,"Kolkata, India","2015-05-26 00:00:00",Platinum,Entertainment,M,69660,1007639019
15334,"Sirohi, India","2015-05-26 00:00:00",Platinum,Food,F,5111,1007639019
14430,"Khair, India","2015-05-26 00:00:00",Platinum,Grocery,M,247887,1007639019
20021,"Jaipur, India","2015-05-26 00:00:00",Platinum,Entertainment,F,177359,1007639019
7294,"Delhi, India","2015-05-26 00:00:00",Platinum,Fuel,F,186122,1007639019
7891,"Ahmedabad, India","2015-05-26 00:00:00",Platinum,Grocery,F,269998,1007639019
5773,"Delhi, India","2015-05-26 00:00:00",Platinum,Food,M,299056,1007639019
12432,"Ahmedabad, India","2015-05-26 00:00:00",Platinum,Fuel,M,281054,1007639019
13424,"Delhi, India","2015-05-26 00:00:00",Platinum,Entertainment,F,245806,1007639019
25547,"Surat, India","2015-05-26 00:00:00",Platinum,Travel,M,72158,1007639019
1260,"Ahmedabad, India","2015-05-26 00:00:00",Platinum,Food,F,204598,1007639019
1491,"Bengaluru, India","2015-05-26 00:00:00",Platinum,Food,M,223595,1007639019
50,"Delhi, India","2013-10-04 00:00:00",Signature,Bills,F,735037,2848983
72,"Delhi, India","2013-10-04 00:00:00",Signature,Bills,F,550782,2848983
2676,"Delhi, India","2013-10-04 00:00:00",Signature,Fuel,F,298983,2848983
23786,"Kanpur, India","2013-10-04 00:00:00",Signature,Bills,M,29774,2848983
23493,"Jaipur, India","2013-10-04 00:00:00",Signature,Entertainment,F,289594,2848983
24540,"Chennai, India","2013-10-04 00:00:00",Signature,Entertainment,M,102337,2848983
20062,"Hyderabad, India","2013-10-04 00:00:00",Signature,Bills,F,24897,2848983
16503,"Tanuku, India","2013-10-04 00:00:00",Signature,Grocery,F,92194,2848983
25301,"Surat, India","2013-10-04 00:00:00",Signature,Entertainment,F,216512,2848983
11175,"Greater Mumbai, India","2013-10-04 00:00:00",Signature,Food,F,290266,2848983
11398,"Greater Mumbai, India","2013-10-04 00:00:00",Signature,Fuel,F,218607,2848983
21279,"Chennai, India","2013-10-05 00:00:00",Signature,Fuel,F,255850,4630750
5920,"Ahmedabad, India","2013-10-05 00:00:00",Signature,Entertainment,M,261523,4630750
6476,"Ahmedabad, India","2013-10-05 00:00:00",Signature,Food,F,147199,4630750
9727,"Ahmedabad, India","2013-10-05 00:00:00",Signature,Food,M,158711,4630750
11045,"Greater Mumbai, India","2013-10-05 00:00:00",Signature,Fuel,M,130428,4630750
3617,"Ahmedabad, India","2013-10-05 00:00:00",Signature,Grocery,M,229366,4630750
3456,"Ahmedabad, India","2013-10-05 00:00:00",Signature,Grocery,M,20999,4630750
23974,"Jaipur, India","2013-10-05 00:00:00",Signature,Bills,F,92598,4630750
23620,"Lucknow, India","2013-10-05 00:00:00",Signature,Fuel,F,81115,4630750
24094,"Surat, India","2013-10-05 00:00:00",Signature,Grocery,F,121025,4630750
2592,"Greater Mumbai, India","2013-10-05 00:00:00",Signature,Fuel,M,122595,4630750
16227,"Merta City, India","2013-10-05 00:00:00",Signature,Grocery,F,160358,4630750
16167,"Pune, India","2013-10-06 00:00:00",Signature,Fuel,F,171445,7120595
16105,"Pilkhuwa, India","2013-10-06 00:00:00",Signature,Entertainment,M,148833,7120595
24088,"Kolkata, India","2013-10-06 00:00:00",Signature,Entertainment,M,105294,7120595
21249,"Jaipur, India","2013-10-06 00:00:00",Signature,Bills,F,63141,7120595
22056,"Kanpur, India","2013-10-06 00:00:00",Signature,Food,M,271103,7120595
5445,"Delhi, India","2013-10-06 00:00:00",Signature,Food,F,156519,7120595
9428,"Delhi, India","2013-10-06 00:00:00",Signature,Fuel,F,14522,7120595
10330,"Greater Mumbai, India","2013-10-06 00:00:00",Signature,Entertainment,F,283090,7120595
166,"Bengaluru, India","2013-10-06 00:00:00",Signature,Bills,F,677654,7120595
2127,"Bengaluru, India","2013-10-06 00:00:00",Signature,Fuel,F,149848,7120595
1258,"Ahmedabad, India","2013-10-06 00:00:00",Signature,Food,F,272214,7120595
18061,"Kendrapara, India","2013-10-06 00:00:00",Signature,Food,F,33470,7120595
18094,"Utraula, India","2013-10-06 00:00:00",Signature,Bills,F,142712,7120595
19075,"Roorkee, India","2013-10-07 00:00:00",Signature,Fuel,M,113589,9288266
19178,"Malegaon, India","2013-10-07 00:00:00",Signature,Entertainment,F,288672,9288266
17815,"Mhow Cantonment, India","2013-10-07 00:00:00",Signature,Bills,F,124806,9288266
15834,"Alwar, India","2013-10-07 00:00:00",Signature,Food,F,285142,9288266
15741,"Akola, India","2013-10-07 00:00:00",Signature,Grocery,M,161255,9288266
14662,"Jabalpur, India","2013-10-07 00:00:00",Signature,Entertainment,F,174318,9288266
15203,"Makrana, India","2013-10-07 00:00:00",Signature,Fuel,F,116394,9288266
15465,"Sabalgarh, India","2013-10-07 00:00:00",Signature,Grocery,M,104886,9288266
16424,"Tiruvethipuram, India","2013-10-07 00:00:00",Signature,Grocery,M,275284,9288266
24437,"Surat, India","2013-10-07 00:00:00",Signature,Fuel,F,130714,9288266
8825,"Delhi, India","2013-10-07 00:00:00",Signature,Grocery,F,241679,9288266
8740,"Greater Mumbai, India","2013-10-07 00:00:00",Signature,Food,F,136426,9288266
9558,"Bengaluru, India","2013-10-07 00:00:00",Signature,Food,F,14506,9288266
16222,"Sibsagar, India","2013-10-08 00:00:00",Signature,Grocery,F,43741,10391617
16015,"Raisen, India","2013-10-08 00:00:00",Signature,Grocery,F,78480,10391617
15744,"Sathyamangalam, India","2013-10-08 00:00:00",Signature,Fuel,F,79715,10391617
4513,"Bengaluru, India","2013-10-08 00:00:00",Signature,Bills,F,76267,10391617
5146,"Delhi, India","2013-10-08 00:00:00",Signature,Bills,F,117144,10391617
7127,"Bengaluru, India","2013-10-08 00:00:00",Signature,Food,F,99656,10391617
7988,"Bengaluru, India","2013-10-08 00:00:00",Signature,Food,F,9478,10391617
18112,"Jagdalpur, India","2013-10-08 00:00:00",Signature,Food,F,261114,10391617
23418,"Surat, India","2013-10-08 00:00:00",Signature,Bills,F,279967,10391617
1656,"Ahmedabad, India","2013-10-08 00:00:00",Signature,Fuel,F,57789,10391617
7686,"Ahmedabad, India","2013-10-09 00:00:00",Signature,Grocery,M,93385,12913246
14733,"Wadi, India","2013-10-09 00:00:00",Signature,Food,M,248321,12913246
15474,"Risod, India","2013-10-09 00:00:00",Signature,Food,F,257838,12913246
15657,"Maihar, India","2013-10-09 00:00:00",Signature,Grocery,F,115113,12913246
13311,"Ahmedabad, India","2013-10-09 00:00:00",Signature,Food,F,28640,12913246
11796,"Bengaluru, India","2013-10-09 00:00:00",Signature,Entertainment,F,157165,12913246
8536,"Delhi, India","2013-10-09 00:00:00",Signature,Food,M,173889,12913246
5031,"Ahmedabad, India","2013-10-09 00:00:00",Signature,Food,F,20408,12913246
4655,"Greater Mumbai, India","2013-10-09 00:00:00",Signature,Grocery,M,37495,12913246
3437,"Greater Mumbai, India","2013-10-09 00:00:00",Signature,Food,M,54958,12913246
21172,"Jaipur, India","2013-10-09 00:00:00",Signature,Fuel,F,280252,12913246
23622,"Jaipur, India","2013-10-09 00:00:00",Signature,Food,M,289396,12913246
24704,"Pune, India","2013-10-09 00:00:00",Signature,Grocery,M,239906,12913246
23193,"Hyderabad, India","2013-10-09 00:00:00",Signature,Fuel,F,118588,12913246
18887,"Nehtaur, India","2013-10-09 00:00:00",Signature,Grocery,F,182728,12913246
16973,"Yamunanagar, India","2013-10-09 00:00:00",Signature,Food,M,24644,12913246
26046,"Hyderabad, India","2013-10-09 00:00:00",Signature,Travel,M,198903,12913246
26004,"Hyderabad, India","2013-10-10 00:00:00",Signature,Travel,F,21777,14910643
3323,"Ahmedabad, India","2013-10-10 00:00:00",Signature,Food,F,93503,14910643
4348,"Delhi, India","2013-10-10 00:00:00",Signature,Fuel,F,19918,14910643
320,"Delhi, India","2013-10-10 00:00:00",Signature,Bills,F,360009,14910643
2036,"Delhi, India","2013-10-10 00:00:00",Signature,Fuel,M,64589,14910643
6091,"Greater Mumbai, India","2013-10-10 00:00:00",Signature,Food,M,268577,14910643
7519,"Greater Mumbai, India","2013-10-10 00:00:00",Signature,Food,M,253730,14910643
9645,"Bengaluru, India","2013-10-10 00:00:00",Signature,Fuel,F,134137,14910643
12903,"Greater Mumbai, India","2013-10-10 00:00:00",Signature,Grocery,F,5816,14910643
11492,"Ahmedabad, India","2013-10-10 00:00:00",Signature,Food,F,265844,14910643
24009,"Kolkata, India","2013-10-10 00:00:00",Signature,Entertainment,M,110799,14910643
22540,"Hyderabad, India","2013-10-10 00:00:00",Signature,Entertainment,F,80580,14910643
24213,"Chennai, India","2013-10-10 00:00:00",Signature,Grocery,F,191084,14910643
24750,"Kolkata, India","2013-10-10 00:00:00",Signature,Food,F,127034,14910643
23771,"Pune, India","2013-10-11 00:00:00",Signature,Fuel,F,130409,16649721
9798,"Delhi, India","2013-10-11 00:00:00",Signature,Grocery,M,127082,16649721
5057,"Bengaluru, India","2013-10-11 00:00:00",Signature,Bills,F,182330,16649721
3412,"Bengaluru, India","2013-10-11 00:00:00",Signature,Fuel,M,48441,16649721
15662,"Salur, India","2013-10-11 00:00:00",Signature,Grocery,F,222490,16649721
14115,"Maner, India","2013-10-11 00:00:00",Signature,Entertainment,F,91099,16649721
25872,"Chennai, India","2013-10-11 00:00:00",Signature,Travel,M,50314,16649721
25735,"Jaipur, India","2013-10-11 00:00:00",Signature,Travel,F,208777,16649721
25131,"Lucknow, India","2013-10-11 00:00:00",Signature,Entertainment,M,176447,16649721
7542,"Greater Mumbai, India","2013-10-11 00:00:00",Signature,Bills,F,50617,16649721
17841,"Asansol, India","2013-10-11 00:00:00",Signature,Fuel,F,53709,16649721
18062,"Dharmavaram, India","2013-10-11 00:00:00",Signature,Bills,F,125319,16649721
18431,"Supaul, India","2013-10-11 00:00:00",Signature,Food,M,272044,16649721
18720,"Ujhani, India","2013-10-12 00:00:00",Signature,Food,F,188360,18840522
16776,"Yavatmal, India","2013-10-12 00:00:00",Signature,Food,M,129865,18840522
25806,"Hyderabad, India","2013-10-12 00:00:00",Signature,Travel,F,111294,18840522
4106,"Ahmedabad, India","2013-10-12 00:00:00",Signature,Fuel,F,196562,18840522
4821,"Greater Mumbai, India","2013-10-12 00:00:00",Signature,Entertainment,F,37103,18840522
9655,"Ahmedabad, India","2013-10-12 00:00:00",Signature,Fuel,F,186881,18840522
9406,"Greater Mumbai, India","2013-10-12 00:00:00",Signature,Entertainment,F,219848,18840522
9956,"Bengaluru, India","2013-10-12 00:00:00",Signature,Food,M,234001,18840522
15955,"Nasirabad, India","2013-10-12 00:00:00",Signature,Fuel,F,1207,18840522
1588,"Ahmedabad, India","2013-10-12 00:00:00",Signature,Food,M,123647,18840522
20602,"Hyderabad, India","2013-10-12 00:00:00",Signature,Entertainment,F,238375,18840522
11690,"Ahmedabad, India","2013-10-12 00:00:00",Signature,Entertainment,F,185271,18840522
12272,"Bengaluru, India","2013-10-12 00:00:00",Signature,Fuel,M,26752,18840522
12711,"Bengaluru, India","2013-10-12 00:00:00",Signature,Grocery,M,86395,18840522
12804,"Greater Mumbai, India","2013-10-12 00:00:00",Signature,Grocery,F,225240,18840522
12371,"Bengaluru, India","2013-10-13 00:00:00",Signature,Entertainment,M,271916,21603696
22804,"Pune, India","2013-10-13 00:00:00",Signature,Food,F,159661,21603696
22824,"Surat, India","2013-10-13 00:00:00",Signature,Food,M,288997,21603696
18750,"Bhilwara, India","2013-10-13 00:00:00",Signature,Food,F,169474,21603696
17806,"Rajagangapur, India","2013-10-13 00:00:00",Signature,Bills,F,237908,21603696
10925,"Ahmedabad, India","2013-10-13 00:00:00",Signature,Food,M,298591,21603696
19421,"Nidadavole, India","2013-10-13 00:00:00",Signature,Food,M,208072,21603696
103,"Bengaluru, India","2013-10-13 00:00:00",Signature,Bills,F,973026,21603696
648,"Ahmedabad, India","2013-10-13 00:00:00",Signature,Food,F,155529,21603696
1617,"Ahmedabad, India","2013-10-14 00:00:00",Signature,Grocery,M,254257,23173802
17010,"Jaggaiahpet, India","2013-10-14 00:00:00",Signature,Entertainment,F,291382,23173802
5142,"Delhi, India","2013-10-14 00:00:00",Signature,Bills,F,290065,23173802
4988,"Ahmedabad, India","2013-10-14 00:00:00",Signature,Fuel,M,237189,23173802
7176,"Bengaluru, India","2013-10-14 00:00:00",Signature,Fuel,F,109719,23173802
7531,"Bengaluru, India","2013-10-14 00:00:00",Signature,Fuel,M,150783,23173802
11017,"Ahmedabad, India","2013-10-14 00:00:00",Signature,Bills,M,236711,23173802
10301,"Greater Mumbai, India","2013-10-15 00:00:00",Signature,Grocery,M,39975,25403400
19015,"Paramakudi, India","2013-10-15 00:00:00",Signature,Food,F,282442,25403400
18678,"Nautanwa, India","2013-10-15 00:00:00",Signature,Food,M,137672,25403400
16850,"Shikarpur Bulandshahr, India","2013-10-15 00:00:00",Signature,Food,F,134898,25403400
11114,"Bengaluru, India","2013-10-15 00:00:00",Signature,Fuel,M,157243,25403400
12185,"Ahmedabad, India","2013-10-15 00:00:00",Signature,Fuel,M,287269,25403400
15857,"Pathanamthitta, India","2013-10-15 00:00:00",Signature,Grocery,M,232510,25403400
2677,"Ahmedabad, India","2013-10-15 00:00:00",Signature,Fuel,M,55729,25403400
1571,"Ahmedabad, India","2013-10-15 00:00:00",Signature,Food,M,107217,25403400
2412,"Ahmedabad, India","2013-10-15 00:00:00",Signature,Fuel,M,273112,25403400
23864,"Lucknow, India","2013-10-15 00:00:00",Signature,Bills,M,25229,25403400
22445,"Surat, India","2013-10-15 00:00:00",Signature,Grocery,F,141514,25403400
5843,"Delhi, India","2013-10-15 00:00:00",Signature,Bills,F,81072,25403400
19681,"Rajula, India","2013-10-15 00:00:00",Signature,Entertainment,F,238561,25403400
2825,"Greater Mumbai, India","2013-10-15 00:00:00",Signature,Food,M,35155,25403400
3276,"Bengaluru, India","2013-10-16 00:00:00",Signature,Food,M,166199,26247208
18595,"Puliyankudi, India","2013-10-16 00:00:00",Signature,Food,F,55539,26247208
25168,"Lucknow, India","2013-10-16 00:00:00",Signature,Fuel,M,237473,26247208
9870,"Bengaluru, India","2013-10-16 00:00:00",Signature,Grocery,M,1578,26247208
14341,"Bikaner, India","2013-10-16 00:00:00",Signature,Grocery,M,147769,26247208
16241,"Valparai, India","2013-10-16 00:00:00",Signature,Food,M,235250,26247208
14671,"Amreli, India","2013-10-17 00:00:00",Signature,Fuel,F,68138,27336259
9962,"Ahmedabad, India","2013-10-17 00:00:00",Signature,Food,F,144766,27336259
10661,"Bengaluru, India","2013-10-17 00:00:00",Signature,Fuel,M,141707,27336259
18464,"Mohali, India","2013-10-17 00:00:00",Signature,Food,M,36680,27336259
607,"Bengaluru, India","2013-10-17 00:00:00",Signature,Food,F,252669,27336259
3001,"Greater Mumbai, India","2013-10-17 00:00:00",Signature,Bills,M,7795,27336259
3727,"Delhi, India","2013-10-17 00:00:00",Signature,Bills,F,25281,27336259
3856,"Bengaluru, India","2013-10-17 00:00:00",Signature,Grocery,F,70762,27336259
6114,"Ahmedabad, India","2013-10-17 00:00:00",Signature,Entertainment,M,145939,27336259
6098,"Bengaluru, India","2013-10-17 00:00:00",Signature,Entertainment,F,60190,27336259
7173,"Ahmedabad, India","2013-10-17 00:00:00",Signature,Food,F,135124,27336259
538,"Bengaluru, India","2013-10-18 00:00:00",Signature,Food,F,2397,29380738
2231,"Ahmedabad, India","2013-10-18 00:00:00",Signature,Fuel,M,192720,29380738
1378,"Bengaluru, India","2013-10-18 00:00:00",Signature,Food,F,142140,29380738
1815,"Ahmedabad, India","2013-10-18 00:00:00",Signature,Fuel,M,277592,29380738
17014,"Kalyan-Dombivali, India","2013-10-18 00:00:00",Signature,Grocery,M,95187,29380738
15728,"Kapurthala, India","2013-10-18 00:00:00",Signature,Food,M,232043,29380738
8980,"Ahmedabad, India","2013-10-18 00:00:00",Signature,Bills,M,229087,29380738
12350,"Ahmedabad, India","2013-10-18 00:00:00",Signature,Bills,F,222885,29380738
13736,"Greater Mumbai, India","2013-10-18 00:00:00",Signature,Fuel,M,14477,29380738
13430,"Bengaluru, India","2013-10-18 00:00:00",Signature,Entertainment,M,236169,29380738
13365,"Delhi, India","2013-10-18 00:00:00",Signature,Entertainment,F,68008,29380738
12935,"Delhi, India","2013-10-18 00:00:00",Signature,Grocery,F,292591,29380738
12333,"Delhi, India","2013-10-18 00:00:00",Signature,Grocery,M,39183,29380738
11887,"Delhi, India","2013-10-19 00:00:00",Signature,Entertainment,M,46974,31403705
10569,"Greater Mumbai, India","2013-10-19 00:00:00",Signature,Grocery,F,270228,31403705
8615,"Delhi, India","2013-10-19 00:00:00",Signature,Bills,M,241646,31403705
18832,"Sangaria, India","2013-10-19 00:00:00",Signature,Food,M,184347,31403705
6972,"Ahmedabad, India","2013-10-19 00:00:00",Signature,Food,F,79984,31403705
2112,"Bengaluru, India","2013-10-19 00:00:00",Signature,Fuel,M,274621,31403705
15768,"Gurdaspur, India","2013-10-19 00:00:00",Signature,Bills,M,229630,31403705
16463,"Unnao, India","2013-10-19 00:00:00",Signature,Food,M,47243,31403705
26051,"Hyderabad, India","2013-10-19 00:00:00",Signature,Bills,M,184410,31403705
3931,"Ahmedabad, India","2013-10-19 00:00:00",Signature,Grocery,M,157847,31403705
21852,"Surat, India","2013-10-19 00:00:00",Signature,Entertainment,M,108481,31403705
20044,"Chennai, India","2013-10-19 00:00:00",Signature,Grocery,M,197556,31403705
