,Credit_card,Product_ID,P_CATEGORY,CONDTION,Brand,Price ,Selling_price,Coupon_ID,Date,Time,GTIN,MPN,Merchant_name,M_ID,Payment Method,Transaction ID,Return_ind,Return_date,Discount,Value,Day_of_Week,Month
1168,8532.0,765,DECOR,Refurbished,ZACKV,356.18,336.18,RO150,2014-09-09,16:28:44,9461033,415350764,The Vitamin Shoppe,HW9975,Mobile carrier Billing,88544,1,2014-09-16,20.0,Low,Tuesday,September
1169,2141.0,435,COMPUTERS,Refurbished,YXQFM,716.53,699.53,NX489,2014-10-13,01:57:07,7183058,130182297,Staples,VN6656,Credit card,12006,1,2014-10-20,17.0,Low,Monday,October
1170,2620.0,396,BABY CLOTHING,Refurbished,LATFL,2043.07,2014.07,MQ590,2014-05-18,18:05:31,7009476,696936448,The North Face,GH6874,Credit card,83777,1,2014-05-25,29.0,Low,Sunday,May
1171,3402.0,838,BEDDING,Refurbished,CJUEU,1980.83,1959.83,QD543,2014-08-29,10:51:50,3154349,582083245,Gymboree,ZF8986,Credit card,42449,1,2014-09-05,21.0,Low,Friday,August
1172,3723.0,956,SHOES,Used,DYHNA,2800.18,2770.18,AD290,2014-12-03,07:56:09,3954457,251531770,Gymboree,ZF8986,Mobile carrier Billing,70241,1,2014-12-10,30.0,Low,Wednesday,December
1173,4595.0,767,BABY CLOTHING,New,LATFL,42.13,-1.87,EJ951,2014-10-21,19:23:28,6054621,397585869,PetSmart,IB7024,Mobile carrier Billing,75705,1,2014-10-28,44.0,Low,Tuesday,October
1174,6946.0,767,BABY CLOTHING,New,LATFL,42.13,32.13,DF911,2014-04-20,16:22:11,6292878,305088755,PetSmart,IB7024,Credit card,88046,1,2014-04-27,10.0,Low,Sunday,April
1175,9554.0,435,GAMES,New,HWAVW,4157.59,4116.59,SQ209,2014-04-04,11:30:00,6996997,966235919,Road Runner Sports,MS6580,Prepaid card,12419,1,2014-04-11,41.0,High,Friday,April
1176,2377.0,737,DECOR,New,DGWZG,4025.79,3987.79,SW812,2014-02-16,03:56:03,7948324,953101811,Right Start,IQ1508,Mobile carrier Billing,49755,1,2014-02-23,38.0,High,Sunday,February
1177,2896.0,195,COMPUTERS,Refurbished,GCVNE,4641.79,4615.79,OP777,2014-01-22,10:48:06,5879624,835125642,Barnes & Noble,EY1658,Credit card,92088,1,2014-01-29,26.0,High,Wednesday,January
1178,3018.0,844,BEDDING,New,RKCPD,3559.28,3548.28,TD502,2014-06-03,03:36:35,7036275,140435265,Walgreens,VW7191,Prepaid card,77933,1,2014-06-10,11.0,High,Tuesday,June
1179,9086.0,324,ELECTRONICS,New,AGSDS,2132.96,2107.96,YP541,2014-06-04,11:43:14,1341073,748316496,DODOcase,UW7356,Credit card,65187,1,2014-06-11,25.0,Low,Wednesday,June
1180,1896.0,752,CLOTHING,New,ZVYTC,2215.14,2192.14,DW869,2014-10-27,03:52:47,7498048,720378829,DFLOWERS,ZG2587,Credit card,28137,1,2014-11-03,23.0,Low,Monday,October
1181,4358.0,198,KITCHEN & DINING,Refurbished,RGMIK,3643.75,3629.75,VD691,2014-06-19,23:23:39,9894804,663027546,Nine West,RM9837,Credit card,78248,1,2014-06-26,14.0,High,Thursday,June
1182,6286.0,687,SHOES,Used,RKFCM,3827.74,3780.74,BJ793,2014-01-28,02:49:51,9141251,103365934,PetSmart,IB7024,Mobile carrier Billing,60374,1,2014-02-04,47.0,High,Tuesday,January
1183,7122.0,996,CLOTHING,Refurbished,ONKHS,710.38,689.38,YY986,2014-10-16,00:14:53,6340096,501697716,Right Start,IQ1508,Mobile carrier Billing,32759,1,2014-10-23,21.0,Low,Thursday,October
1184,7738.0,849,ELECTRONICS,Refurbished,FMBZC,3697.22,3673.22,FG498,2014-06-06,03:14:59,7188086,769178204,Walgreens,VW7191,Credit card,75224,1,2014-06-13,24.0,High,Friday,June
1185,8299.0,183,BABY CLOTHING,Used,CTAOI,2042.68,2025.68,DW472,2014-04-30,08:18:11,9088043,629230941,L'Occitane,GN3944,Mobile carrier Billing,31247,1,2014-05-07,17.0,Low,Wednesday,April
1186,8794.0,816,BEDDING,Refurbished,WCYTZ,2056.92,2040.92,UU424,2014-06-04,21:11:41,4696995,600996784,The North Face,GH6872,Mobile carrier Billing,21913,1,2014-06-11,16.0,Low,Wednesday,June
1187,9033.0,162,DECOR,New,ZACKV,4551.18,4510.18,OO553,2014-09-29,02:38:04,4916205,836170507,Cole Hardware,EX7729,Credit card,98065,1,2014-10-06,41.0,High,Monday,September
1188,9131.0,752,OFFICE SUPPLIES,Refurbished,EVWJY,4802.17,4756.17,ZO562,2014-11-01,02:22:32,7067641,979663051,The North Face,GH6873,Mobile carrier Billing,75300,1,2014-11-08,46.0,High,Saturday,November
1189,1779.0,119,OFFICE SUPPLIES,Refurbished,EVWJY,3130.29,3117.29,YJ954,2014-06-02,08:06:44,3261989,714444617,Gymboree,ZF8986,Credit card,18277,1,2014-06-09,13.0,High,Monday,June
1190,2024.0,572,KITCHEN & DINING,New,ZGHYW,3905.61,3865.61,YY838,2014-10-29,12:43:37,1472089,390357750,Guitar Center,GN3989,Credit card,96557,1,2014-11-05,40.0,High,Wednesday,October
1191,7653.0,970,SHOES,New,DYHNA,387.88,346.88,SW137,2014-10-25,19:12:34,6823629,712466984,Right Start,IQ1509,Credit card,69916,1,2014-11-01,41.0,Low,Saturday,October
1192,8532.0,535,GAMES,Refurbished,EITXF,3032.65,3017.65,KK143,2014-04-10,04:10:08,5762487,169038987,L'Occitane,GN3944,Prepaid card,619,1,2014-04-17,15.0,High,Thursday,April
1193,2744.0,996,CLOTHING,Refurbished,ONKHS,710.38,681.38,FA117,2014-01-04,16:47:33,4502707,282108035,Right Start,IQ1508,Debit card,51367,1,2014-01-11,29.0,Low,Saturday,January
1194,6740.0,324,ELECTRONICS,New,AGSDS,2132.96,2109.96,BY104,2014-11-11,11:01:14,9801748,393900573,DODOcase,UW7356,Credit card,64821,1,2014-11-18,23.0,Low,Tuesday,November
1195,4852.0,236,ELECTRONICS,Used,BEFJD,4195.69,4160.69,RH788,2014-10-29,09:23:49,4590545,889287945,Ulta,UO9658,Credit card,89184,1,2014-11-05,35.0,High,Wednesday,October
1196,7991.0,136,KITCHEN & DINING,New,NSILF,4019.79,4005.79,AB405,2014-11-09,16:09:59,3441069,788388895,Nine West,RM9837,Mobile carrier Billing,96495,1,2014-11-16,14.0,High,Sunday,November
1197,4691.0,931,LUGGAGE,Used,CENQJ,334.55,307.55,OD603,2014-05-24,09:20:47,3272741,362152488,Peninsula Beauty,YE5901,Credit card,32954,1,2014-05-31,27.0,Low,Saturday,May
1198,5432.0,138,LUGGAGE,Refurbished,CENQJ,3968.7,3924.7,MB329,2014-12-17,17:45:43,8547192,691577444,REI,EI6774,Mobile carrier Billing,2952,1,2014-12-24,44.0,High,Wednesday,December
1199,6224.0,635,APPLIANCES,Refurbished,AVMAI,2294.19,2269.19,KG929,2014-03-19,14:07:05,1654869,232012400,The Vitamin Shoppe,HW9975,Mobile carrier Billing,43661,1,2014-03-26,25.0,Low,Wednesday,March
1200,7075.0,827,KITCHEN & DINING,New,NSILF,2213.77,2172.77,BI247,2014-04-26,05:31:09,8661638,702635639,L'Occitane,GN4304,Credit card,78818,1,2014-05-03,41.0,Low,Saturday,April
1201,6075.0,281,CLOTHING,Refurbished,ONKHS,3797.31,3764.31,EV398,2014-10-11,19:09:20,8454442,270054352,The North Face,GH6873,Prepaid card,82549,1,2014-10-18,33.0,High,Saturday,October
1202,8794.0,765,DECOR,Refurbished,ZACKV,356.18,334.18,BX527,2014-05-28,07:14:39,5480539,366495915,The Vitamin Shoppe,HW9975,Credit card,67380,1,2014-06-04,22.0,Low,Wednesday,May
1203,9262.0,484,APPLIANCES,Used,BUDLO,986.46,949.46,MF804,2014-09-01,09:29:15,8569174,801427596,Guitar Center,GN4349,Credit card,45745,1,2014-09-08,37.0,Low,Monday,September
1204,2024.0,827,KITCHEN & DINING,New,NSILF,2213.77,2198.77,FB350,2014-08-03,02:53:52,8382060,824436083,L'Occitane,GN4304,Mobile carrier Billing,73741,1,2014-08-10,15.0,Low,Sunday,August
1206,6946.0,295,COMPUTERS,Used,DCJRW,622.19,572.19,UK979,2014-07-13,05:16:16,3531688,657033471,Ulta,UO9660,Credit card,24636,1,2014-07-20,50.0,Low,Sunday,July
1207,9305.0,544,APPLIANCES,Used,BUDLO,2135.85,2103.85,CK607,2014-11-19,03:43:01,9365659,158102205,The Vitamin Shoppe,HW9976,Mobile carrier Billing,3756,1,2014-11-26,32.0,Low,Wednesday,November
1208,9756.0,311,BABY TOYS,Refurbished,BGYXR,3399.25,3368.25,EH597,2014-02-03,03:05:45,1575081,237752006,Cole Hardware,EX7729,Mobile carrier Billing,83410,1,2014-02-10,31.0,High,Monday,February
1209,3966.0,988,CLOTHING,Used,ZVYTC,2079.74,2062.74,JZ918,2014-10-06,15:27:53,6720131,426992811,Walgreens,VW7192,Credit card,89243,1,2014-10-13,17.0,Low,Monday,October
1210,3966.0,616,BABY TOYS,Refurbished,BGYXR,378.28,368.28,DK808,2014-12-21,14:08:15,2822857,647300050,Barnes & Noble,EY1658,Mobile carrier Billing,29544,1,2014-12-28,10.0,Low,Sunday,December
1211,4238.0,512,BEDDING,New,HXPCS,136.84,93.84,XN884,2014-01-31,06:43:09,1044262,963436393,Road Runner Sports,MS6579,Credit card,76939,1,2014-02-07,43.0,Low,Friday,January
1212,4595.0,830,OFFICE SUPPLIES,Used,EVWJY,2431.78,2419.78,BW988,2014-01-16,14:53:26,1959222,664909392,The North Face,GH6874,Prepaid card,20068,1,2014-01-23,12.0,Low,Thursday,January
1213,9086.0,381,GAMES,New,HWAVW,751.39,716.39,ZT529,2014-04-25,15:22:07,6220751,404634609,REI,EI6774,Credit card,34329,1,2014-05-02,35.0,Low,Friday,April
1214,7861.0,119,OFFICE SUPPLIES,Refurbished,EVWJY,3130.29,3118.29,GF545,2014-06-28,17:52:57,2311984,209964759,Gymboree,ZF8986,Mobile carrier Billing,17726,1,2014-07-05,12.0,High,Saturday,June
1215,9210.0,931,LUGGAGE,Used,CENQJ,334.55,303.55,GC636,2014-02-16,12:00:15,7675241,831957041,Peninsula Beauty,YE5901,Credit card,61551,1,2014-02-23,31.0,Low,Sunday,February
1216,9532.0,763,BABY TOYS,New,CTAOI,3543.72,3500.72,ED899,2014-11-10,16:00:32,5329082,802149153,Road Runner Sports,MS6579,Mobile carrier Billing,32621,1,2014-11-17,43.0,High,Monday,November
1217,1548.0,662,ELECTRONICS,Refurbished,FMBZC,1281.3,1244.3,QI294,2014-05-16,11:30:51,3923951,360552330,Barnes & Noble,EY1659,Credit card,65309,1,2014-05-23,37.0,Low,Friday,May
1218,2237.0,136,KITCHEN & DINING,New,NSILF,4019.79,4002.79,HU710,2014-12-23,20:06:48,7167950,700717901,Nine West,RM9837,Mobile carrier Billing,98114,1,2014-12-30,17.0,High,Tuesday,December
1219,9275.0,907,LUGGAGE,Used,CENQJ,4627.7,4592.7,EQ544,2014-08-20,16:24:07,6792178,491086830,PetSmart,IB7024,Credit card,95328,1,2014-08-27,35.0,High,Wednesday,August
1220,3156.0,236,ELECTRONICS,Used,BEFJD,4195.69,4159.69,ZE686,2014-02-02,09:03:39,3848733,972988793,Ulta,UO9658,Credit card,45552,1,2014-02-09,36.0,High,Sunday,February
1221,6042.0,795,DECOR,New,QHIYO,2831.25,2788.25,MS350,2014-12-01,11:34:27,1752899,156987883,Right Start,IQ1509,Credit card,28562,1,2014-12-08,43.0,High,Monday,December
1222,8919.0,960,BEDDING,New,RKCPD,2882.99,2846.99,LY521,2014-09-03,00:17:44,1708568,992017436,Staples,VN6655,Credit card,25850,1,2014-09-10,36.0,High,Wednesday,September
1223,4878.0,702,DECOR,New,LBVIW,2471.36,2454.36,MU792,2014-05-23,13:26:44,6592158,334400987,Walgreens,VW7192,Credit card,7572,1,2014-05-30,17.0,Low,Friday,May
1224,6214.0,266,KITCHEN & DINING,Used,HLICV,2488.2,2450.2,YQ799,2014-09-22,19:20:53,6458030,426155826,Nob Hill Foods,KL2558,Credit card,38118,1,2014-09-29,38.0,Low,Monday,September
1225,7496.0,502,SHOES,Used,DYHNA,2124.78,2085.78,IX241,2014-12-21,23:01:29,9299745,355556834,The Vitamin Shoppe,HW9977,Credit card,2760,1,2014-12-28,39.0,Low,Sunday,December
1226,4284.0,324,ELECTRONICS,New,AGSDS,2132.96,2084.96,WM124,2014-06-01,16:42:32,9846589,525273588,DODOcase,UW7356,Deirect debits,87605,1,2014-06-08,48.0,Low,Sunday,June
1228,7075.0,539,ELECTRONICS,New,OULOW,668.11,639.11,BB190,2014-09-01,01:17:03,6234006,135420310,DFLOWERS,ZG2587,Credit card,20601,1,2014-09-08,29.0,Low,Monday,September
1229,8067.0,830,OFFICE SUPPLIES,Used,EVWJY,2431.78,2409.78,QU339,2014-05-14,18:47:32,1398033,689584530,The North Face,GH6874,Mobile carrier Billing,32533,1,2014-05-21,22.0,Low,Wednesday,May
1230,3598.0,136,KITCHEN & DINING,New,NSILF,4019.79,4001.79,XG449,2014-07-25,17:53:05,6509421,755253891,Nine West,RM9837,Mobile carrier Billing,58654,1,2014-08-01,18.0,High,Friday,July
1231,9629.0,266,DECOR,Used,LBVIW,3539.12,3490.12,SK165,2014-11-18,23:09:53,2462265,890026564,Ulta,UO9656,Prepaid card,62478,1,2014-11-25,49.0,High,Tuesday,November
1232,9725.0,381,OFFICE SUPPLIES,New,WELZA,4694.6,4667.6,KE671,2014-10-17,11:14:39,3148202,742345021,Cole Hardware,EX7729,Credit card,4929,1,2014-10-24,27.0,High,Friday,October
1234,2535.0,594,APPLIANCES,Used,BUDLO,3629.75,3617.75,LP539,2014-01-01,11:11:53,4425077,158244715,Ulta,UO9656,Deirect debits,71027,1,2014-01-08,12.0,High,Wednesday,January
1235,6286.0,324,ELECTRONICS,New,AGSDS,2132.96,2087.96,LJ187,2014-06-10,07:52:20,2352038,917238784,DODOcase,UW7356,Credit card,88469,1,2014-06-17,45.0,Low,Tuesday,June
1236,2377.0,539,SHOES,Refurbished,RKFCM,2837.17,2803.17,JB902,2014-05-03,01:05:18,4165626,119788527,Barnes & Noble,EY1658,Mobile carrier Billing,24774,1,2014-05-10,34.0,High,Saturday,May
1237,8532.0,435,GAMES,New,HWAVW,4157.59,4137.59,QY315,2014-02-17,03:28:29,1512468,750602740,Road Runner Sports,MS6580,Mobile carrier Billing,36489,1,2014-02-24,20.0,High,Monday,February
1238,9629.0,781,OFFICE SUPPLIES,Refurbished,EVWJY,3890.76,3876.76,TC222,2014-01-18,18:04:29,5999827,476384811,The Vitamin Shoppe,HW9975,Mobile carrier Billing,92058,1,2014-01-25,14.0,High,Saturday,January
1239,9699.0,544,ELECTRONICS,Used,FMBZC,781.93,732.93,KX473,2014-02-04,07:42:13,6919874,795389274,Peninsula Beauty,YE5901,Mobile carrier Billing,37933,1,2014-02-11,49.0,Low,Tuesday,February
1240,9950.0,844,ELECTRONICS,Used,FMBZC,628.67,588.67,LG292,2014-03-27,10:14:56,3042189,223937454,L'Occitane,GN3944,Credit card,33563,1,2014-04-03,40.0,Low,Thursday,March
1241,2024.0,389,CLOTHING,New,GTFFL,3747.69,3724.69,AZ902,2014-02-21,06:14:49,7059539,191089952,Guitar Center,GN4079,Credit card,13876,1,2014-02-28,23.0,High,Friday,February
1242,2377.0,838,BEDDING,Refurbished,CJUEU,1980.83,1939.83,MU278,2014-03-14,20:18:35,1752309,274589640,Gymboree,ZF8986,Credit card,25791,1,2014-03-21,41.0,Low,Friday,March
1243,3899.0,300,COMPUTERS,Used,YXQFM,2455.58,2408.58,CG394,2014-05-20,17:36:48,9862668,399879679,L'Occitane,GN4124,Gift card,29201,1,2014-05-27,47.0,Low,Tuesday,May
1244,7759.0,849,KITCHEN & DINING,Refurbished,ZGHYW,1941.04,1892.04,YY358,2014-12-15,02:44:22,1494840,545711068,The Vitamin Shoppe,HW9975,Debit card,97055,1,2014-12-22,49.0,Low,Monday,December
1245,8919.0,912,APPLIANCES,New,AVMAI,3332.4,3318.4,GO525,2014-07-03,17:01:19,4674368,890754386,PetSmart,IB7024,Credit card,12287,1,2014-07-10,14.0,High,Thursday,July
1246,2200.0,960,BEDDING,New,RKCPD,2882.99,2835.99,LR433,2014-02-06,11:29:11,5914372,993614585,Staples,VN6655,Mobile carrier Billing,36185,1,2014-02-13,47.0,High,Thursday,February
1247,6143.0,594,APPLIANCES,Used,BUDLO,3629.75,3612.75,PE104,2014-06-02,12:59:28,4949068,112247220,Ulta,UO9656,Mobile carrier Billing,3146,1,2014-06-09,17.0,High,Monday,June
1248,6740.0,762,OFFICE SUPPLIES,New,EVWJY,692.85,677.85,YQ841,2014-12-19,18:56:40,9642260,768572332,Road Runner Sports,MS6581,Mobile carrier Billing,2816,1,2014-12-26,15.0,Low,Friday,December
1249,7210.0,195,BEDDING,Used,CJUEU,3757.01,3708.01,HD411,2014-03-23,08:00:56,3017656,562673497,Ulta,UO9656,Credit card,88567,1,2014-03-30,49.0,High,Sunday,March
1250,4691.0,360,DECOR,Used,DGWZG,438.77,400.77,OO700,2014-10-17,09:27:33,2360646,593058867,DFLOWERS,ZG2587,Mobile carrier Billing,41435,1,2014-10-24,38.0,Low,Friday,October
1251,7075.0,236,SHOES,New,RKFCM,3057.74,3047.74,NW735,2014-12-19,18:10:16,4780382,744424264,Barnes & Noble,EY1660,Mobile carrier Billing,29299,1,2014-12-26,10.0,High,Friday,December
1252,8972.0,162,BABY CLOTHING,Refurbished,GOZLI,2889.61,2868.61,WM363,2014-09-14,20:31:35,7743861,689096006,Road Runner Sports,MS6579,Credit card,26304,1,2014-09-21,21.0,High,Sunday,September
1253,2024.0,195,COMPUTERS,Refurbished,GCVNE,4641.79,4622.79,SZ414,2014-02-25,13:51:37,4067065,608982781,Barnes & Noble,EY1658,Mobile carrier Billing,9505,1,2014-03-04,19.0,High,Tuesday,February
1254,2141.0,960,ELECTRONICS,New,CWTLA,3994.1,3956.1,HQ103,2014-02-06,12:15:21,7986893,391491020,Walgreens,VW7193,Mobile carrier Billing,41328,1,2014-02-13,38.0,High,Thursday,February
1255,1093.0,715,COMPUTERS,Used,YEJZI,1827.63,1797.63,XB852,2014-03-28,16:41:57,4512214,891861627,Road Runner Sports,MS6580,Mobile carrier Billing,83248,1,2014-04-04,30.0,Low,Friday,March
1256,2019.0,449,SHOES,New,MQSLF,2375.92,2329.92,QE579,2014-03-19,14:04:13,9300944,659086330,Gymboree,ZF8986,Credit card,33521,1,2014-03-26,46.0,Low,Wednesday,March
1257,4691.0,360,DECOR,Used,DGWZG,438.77,422.77,AW580,2014-01-06,12:56:49,2161257,582899052,DFLOWERS,ZG2587,Prepaid card,11128,1,2014-01-13,16.0,Low,Monday,January
1258,6105.0,765,DECOR,Refurbished,ZACKV,356.18,311.18,AR284,2014-04-11,05:13:04,4021393,227380590,The Vitamin Shoppe,HW9975,Mobile carrier Billing,23444,1,2014-04-18,45.0,Low,Friday,April
1259,7210.0,318,BABY TOYS,New,LATFL,1635.58,1611.58,TJ232,2014-06-28,05:44:52,4152223,235220496,Ulta,UO9661,Prepaid card,11028,1,2014-07-05,24.0,Low,Saturday,June
1260,2172.0,111,GAMES,New,EITXF,4258.22,4215.22,ON249,2014-04-30,12:30:07,7526298,563602357,Cole Hardware,EX7729,Prepaid card,45475,1,2014-05-07,43.0,High,Wednesday,April
1261,2172.0,775,ELECTRONICS,Used,BEFJD,3061.88,3040.88,AS355,2014-06-14,03:37:35,1905173,445139403,Barnes & Noble,EY1658,Mobile carrier Billing,95110,1,2014-06-21,21.0,High,Saturday,June
1262,2744.0,737,GAMES,Used,KJOGG,733.21,717.21,RU304,2014-03-05,13:43:30,2524179,884149680,Guitar Center,GN3989,Mobile carrier Billing,38732,1,2014-03-12,16.0,Low,Wednesday,March
1263,6324.0,119,COMPUTERS,New,YXQFM,901.26,879.26,RI898,2014-04-23,21:51:28,9452714,921373760,Costco,GW8247,Debit card,37725,1,2014-04-30,22.0,Low,Wednesday,April
1264,3899.0,136,CLOTHING,New,ZVYTC,4268.73,4248.73,JF911,2014-06-20,22:57:56,9037111,257941146,Barnes & Noble,EY1659,Mobile carrier Billing,61947,1,2014-06-27,20.0,High,Friday,June
1265,4879.0,687,SHOES,Used,RKFCM,3827.74,3791.74,CT729,2014-02-26,09:56:43,7215501,242790373,PetSmart,IB7024,Prepaid card,78400,1,2014-03-05,36.0,High,Wednesday,February
1266,6679.0,183,BABY CLOTHING,Used,CTAOI,2042.68,1997.68,RT534,2014-01-29,09:14:54,7505661,745411662,L'Occitane,GN3944,Prepaid card,50201,1,2014-02-05,45.0,Low,Wednesday,January
1267,9086.0,670,GAMES,Used,KJOGG,2461.84,2422.84,FD245,2014-05-25,19:37:03,2476339,793616806,Ulta,UO9659,Mobile carrier Billing,11392,1,2014-06-01,39.0,Low,Sunday,May
1268,2744.0,875,BEDDING,New,CJUEU,2399.11,2370.11,WH159,2014-07-21,16:42:23,3380967,548444944,DODOcase,UW7352,Credit card,21464,1,2014-07-28,29.0,Low,Monday,July
1269,3958.0,162,DECOR,New,ZACKV,4551.18,4519.18,ES345,2014-06-07,21:12:15,5548002,979404958,Cole Hardware,EX7729,Prepaid card,29354,1,2014-06-29,32.0,High,Saturday,June
1270,5260.0,699,CLOTHING,Used,IKPMD,4256.71,4216.71,AE848,2014-01-01,11:23:14,5679189,872343817,Cole Hardware,EX7729,Prepaid card,35401,1,2014-01-23,40.0,High,Wednesday,January
1271,6417.0,784,GAMES,Used,EITXF,1017.77,1001.77,WE948,2014-06-30,19:06:26,1629004,908273854,Costco,GW8248,Mobile carrier Billing,91225,1,2014-07-22,16.0,Low,Monday,June
1272,7856.0,781,OFFICE SUPPLIES,Refurbished,EVWJY,3890.76,3842.76,VD137,2014-01-19,10:06:40,6665841,216940373,The Vitamin Shoppe,HW9975,Mobile carrier Billing,73273,1,2014-02-10,48.0,High,Sunday,January
1273,9699.0,343,OFFICE SUPPLIES,Refurbished,WELZA,2882.87,2859.87,KI518,2014-05-06,20:31:29,6267288,763952688,Cole Hardware,EX7730,Prepaid card,79463,1,2014-05-28,23.0,High,Tuesday,May
1274,9940.0,767,SHOES,New,DYHNA,3978.88,3964.88,YF186,2014-02-06,13:20:33,3851391,324143938,Guitar Center,GN3989,Credit card,67606,1,2014-02-28,14.0,High,Thursday,February
1275,3942.0,702,COMPUTERS,New,YEJZI,4001.27,3966.27,MY347,2014-09-17,07:21:18,4326142,170295357,Road Runner Sports,MS6579,Credit card,7525,1,2014-10-09,35.0,High,Wednesday,September
1276,4139.0,762,OFFICE SUPPLIES,New,EVWJY,692.85,670.85,JD798,2014-07-12,07:20:01,1132374,156683488,Road Runner Sports,MS6581,Mobile carrier Billing,52113,1,2014-08-03,22.0,Low,Saturday,July
1277,8026.0,389,APPLIANCES,Refurbished,KZDWR,3554.31,3512.31,DU666,2014-05-12,22:20:01,1194839,823220280,REI,EI6775,Prepaid card,94054,1,2014-06-03,42.0,High,Monday,May
1279,9131.0,763,BABY TOYS,New,CTAOI,3543.72,3517.72,AQ248,2014-03-19,21:48:32,2486862,243977660,Road Runner Sports,MS6579,Credit card,18590,1,2014-04-10,26.0,High,Wednesday,March
1280,4358.0,781,SHOES,New,VKKEA,2280.16,2258.16,WX122,2014-07-02,18:29:01,1980347,108876382,Cole Hardware,EX7729,Mobile carrier Billing,72992,1,2014-07-24,22.0,Low,Wednesday,July
1281,1960.0,622,BABY TOYS,New,GOZLI,2603.49,2554.49,IQ967,2014-10-16,21:58:40,9602534,237358464,L'Occitane,GN3944,Mobile carrier Billing,21460,1,2014-11-07,49.0,Low,Thursday,October
1283,7631.0,140,OFFICE SUPPLIES,Used,WELZA,2513.31,2473.31,MP413,2014-03-24,08:54:54,4735010,646595870,The Vitamin Shoppe,HW9975,Mobile carrier Billing,90492,1,2014-04-15,40.0,Low,Monday,March
1284,7861.0,710,APPLIANCES,Used,MVKXW,2926.2,2882.2,VU678,2014-02-25,11:42:34,7141160,363137286,DFLOWERS,ZG2587,Mobile carrier Billing,12313,1,2014-03-19,44.0,High,Tuesday,February
1285,3899.0,300,COMPUTERS,Used,YXQFM,2455.58,2408.58,GE773,2014-06-06,05:26:20,6306591,411493115,L'Occitane,GN4124,Paypal wallet,18914,1,2014-06-28,47.0,Low,Friday,June
1287,5481.0,827,ELECTRONICS,New,OULOW,2830.51,2796.51,FM826,2014-11-07,18:00:37,7527031,812526409,Gymboree,ZF8986,Deirect debits,4419,1,2014-11-29,34.0,Low,Friday,November
1288,6286.0,694,OFFICE SUPPLIES,New,EVWJY,3695.96,3675.96,FE973,2014-06-29,00:47:54,6974251,212747631,Guitar Center,GN3989,Mobile carrier Billing,97914,1,2014-07-21,20.0,High,Sunday,June
1289,7576.0,773,SHOES,Used,DYHNA,298.03,249.03,EC995,2014-01-08,06:29:50,4060834,127666378,L'Occitane,GN4214,Mobile carrier Billing,70482,1,2014-01-30,48.99999999999997,Low,Wednesday,January
1290,7979.0,622,BABY TOYS,New,GOZLI,2603.49,2575.49,GN791,2014-02-26,21:00:34,3414728,146508967,L'Occitane,GN3944,Credit card,10114,1,2014-03-05,28.0,Low,Wednesday,February
1291,1174.0,332,APPLIANCES,New,MEWPZ,4447.54,4413.54,GP398,2014-05-02,23:29:01,4423590,723345541,DODOcase,UW7352,Prepaid card,74743,1,2014-05-09,34.0,High,Friday,May
1292,4807.0,875,BEDDING,New,CJUEU,2399.11,2379.11,CK255,2014-05-10,19:10:53,1057773,636065508,DODOcase,UW7352,Credit card,11654,1,2014-05-17,20.0,Low,Saturday,May
1293,6143.0,266,COMPUTERS,Used,GCVNE,2143.08,2108.08,XB955,2014-08-03,11:01:48,7148349,630846028,REI,EI6774,Mobile carrier Billing,69380,1,2014-08-10,35.0,Low,Sunday,August
1294,9950.0,810,DECOR,Used,ZACKV,1247.24,1231.24,QG982,2014-01-01,03:26:08,3975157,819615642,The Vitamin Shoppe,HW9975,Mobile carrier Billing,29389,1,2014-01-08,16.0,Low,Wednesday,January
1295,5570.0,311,BABY TOYS,New,LATFL,3128.36,3080.36,UB723,2014-10-01,19:19:05,3375200,735425599,DODOcase,UW7355,Credit card,29221,1,2014-10-08,48.0,High,Wednesday,October
1296,7122.0,607,ELECTRONICS,New,AGSDS,1968.0,1951.0,UH380,2014-03-18,01:17:40,6342479,409187253,Gymboree,ZF8986,Mobile carrier Billing,93878,1,2014-03-25,17.0,Low,Tuesday,March
1297,9029.0,623,KITCHEN & DINING,New,ZGHYW,3141.77,3099.77,PV458,2014-03-24,20:00:38,5927052,990339555,DODOcase,UW7352,Mobile carrier Billing,37286,1,2014-03-31,42.0,High,Monday,March
1298,1418.0,767,SHOES,New,DYHNA,3978.88,3947.88,SQ546,2014-02-25,03:03:23,4297540,259651815,Guitar Center,GN3989,Credit card,69394,1,2014-03-04,31.0,High,Tuesday,February
1299,2172.0,435,GAMES,New,HWAVW,4157.59,4111.59,NZ285,2014-03-06,03:18:39,5201720,400710630,Road Runner Sports,MS6580,Prepaid card,53044,1,2014-03-13,46.0,High,Thursday,March
1300,3833.0,763,DECOR,Refurbished,LBVIW,4943.44,4923.44,CJ941,2014-08-06,06:43:13,2942656,941754101,Right Start,IQ1509,Mobile carrier Billing,54830,1,2014-08-13,20.0,High,Wednesday,August
1301,4540.0,311,BABY TOYS,New,LATFL,3128.36,3106.36,EQ777,2014-12-15,10:57:21,4097395,843671175,DODOcase,UW7355,Credit card,92813,1,2014-12-22,22.0,High,Monday,December
1302,4879.0,552,SHOES,New,RKFCM,1257.44,1231.44,FI471,2014-12-03,10:50:13,6555779,390675050,Gymboree,ZF8986,Credit card,44229,1,2014-12-10,26.0,Low,Wednesday,December
